timestamp,ipSrc,ipDst,tcpPortSrc,tcpPortDst,udpPortSrc,udpPortDst,tcpLen,udpLen,payloadProtocolNumber
1584567412.878718,10.10.0.10,173.194.188.6,,,42148,443,0,36,17
1584567412.898216,173.194.188.6,10.10.0.10,,,443,42148,0,1358,17
1584567412.920495,173.194.188.6,10.10.0.10,,,443,42148,0,1358,17
1584567412.922342,10.10.0.10,173.194.188.6,,,42148,443,0,36,17
1584567412.942761,173.194.188.6,10.10.0.10,,,443,42148,0,1358,17
1584567412.965033,173.194.188.6,10.10.0.10,,,443,42148,0,1358,17
1584567412.9666939,10.10.0.10,173.194.188.6,,,42148,443,0,36,17
1584567412.9873052,173.194.188.6,10.10.0.10,,,443,42148,0,1358,17
1584567413.009579,173.194.188.6,10.10.0.10,,,443,42148,0,1358,17
1584567413.011696,10.10.0.10,173.194.188.6,,,42148,443,0,36,17
1584567413.0318668,173.194.188.6,10.10.0.10,,,443,42148,0,1358,17
1584567413.0541198,173.194.188.6,10.10.0.10,,,443,42148,0,1358,17
1584567413.0558364,10.10.0.10,173.194.188.6,,,42148,443,0,36,17
1584567413.076393,173.194.188.6,10.10.0.10,,,443,42148,0,1358,17
1584567413.0986776,173.194.188.6,10.10.0.10,,,443,42148,0,1358,17
1584567413.100445,10.10.0.10,173.194.188.6,,,42148,443,0,36,17
1584567413.1209366,173.194.188.6,10.10.0.10,,,443,42148,0,1358,17
1584567413.143214,173.194.188.6,10.10.0.10,,,443,42148,0,1358,17
1584567413.145336,10.10.0.10,173.194.188.6,,,42148,443,0,36,17
1584567413.165489,173.194.188.6,10.10.0.10,,,443,42148,0,1358,17
1584567413.187753,173.194.188.6,10.10.0.10,,,443,42148,0,1358,17
1584567413.1893158,10.10.0.10,173.194.188.6,,,42148,443,0,36,17
1584567413.210024,173.194.188.6,10.10.0.10,,,443,42148,0,1358,17
1584567413.232291,173.194.188.6,10.10.0.10,,,443,42148,0,1358,17
1584567413.233943,10.10.0.10,173.194.188.6,,,42148,443,0,36,17
1584567413.254569,173.194.188.6,10.10.0.10,,,443,42148,0,1358,17
1584567413.276858,173.194.188.6,10.10.0.10,,,443,42148,0,1358,17
1584567413.2785628,10.10.0.10,173.194.188.6,,,42148,443,0,36,17
1584567413.299115,173.194.188.6,10.10.0.10,,,443,42148,0,1358,17
1584567413.321385,173.194.188.6,10.10.0.10,,,443,42148,0,1358,17
1584567413.3234534,10.10.0.10,173.194.188.6,,,42148,443,0,36,17
1584567413.34367,173.194.188.6,10.10.0.10,,,443,42148,0,1358,17
1584567413.3659322,173.194.188.6,10.10.0.10,,,443,42148,0,1358,17
1584567413.3677068,10.10.0.10,173.194.188.6,,,42148,443,0,36,17
1584567413.3882039,173.194.188.6,10.10.0.10,,,443,42148,0,1358,17
1584567413.410485,173.194.188.6,10.10.0.10,,,443,42148,0,1358,17
1584567413.4128132,10.10.0.10,173.194.188.6,,,42148,443,0,36,17
1584567413.4327474,173.194.188.6,10.10.0.10,,,443,42148,0,1358,17
1584567413.455015,173.194.188.6,10.10.0.10,,,443,42148,0,1358,17
1584567413.45681,10.10.0.10,173.194.188.6,,,42148,443,0,36,17
1584567413.477292,173.194.188.6,10.10.0.10,,,443,42148,0,1358,17
1584567413.4995608,173.194.188.6,10.10.0.10,,,443,42148,0,1358,17
1584567413.5014539,10.10.0.10,173.194.188.6,,,42148,443,0,36,17
